application_id,report_date,status,days_past_due,balance
4793,2025-01-14,Current,0,110765.22
10563,2023-09-30,Current,0,392173.9
9683,2024-03-10,Current,0,17689.08
17070,2024-01-21,Default,174,101240.57
2348,2023-04-13,Current,0,390847.66
1197,2024-07-27,Current,0,67134.2
20359,2024-08-20,Late 60,64,80174.34
1293,2022-10-30,Current,0,216762.82
6722,2022-08-02,Current,0,539414.51
5231,2023-09-19,Current,0,208158.13
9716,2024-02-20,Current,0,433429.35
6868,2023-09-24,Late 30,41,219607.89
1854,2023-05-10,Late 30,33,234770.14
24482,2025-08-14,Current,0,271774.51
15111,2023-01-03,Current,0,170004.99
20282,2023-09-08,Current,0,723862.78
23188,2023-11-22,Current,0,375871.38
21045,2024-01-20,Default,107,340538.28
1720,2024-04-03,Current,0,282723.33
13261,2024-07-09,Current,0,195323.69
5666,2024-04-18,Current,0,280013.3
6542,2024-03-29,Current,0,438190.56
10332,2024-04-24,Current,0,192582.14
15016,2023-12-06,Current,0,229716.88
22071,2024-08-14,Current,0,583669.2
2196,2024-01-13,Default,92,192266.44
24171,2024-06-24,Current,0,151784.64
22458,2023-12-11,Current,0,148277.87
25269,2024-10-11,Current,0,274012.02
21231,2023-04-03,Late 60,81,23346.98
11209,2024-05-25,Late 30,49,68139.96
17406,2023-10-07,Current,0,47015.17
16894,2023-11-29,Default,158,379871.72
13270,2023-07-14,Current,0,367461.22
11136,2023-10-04,Current,0,689802.95
15842,2024-01-09,Current,0,221282.31
12261,2024-05-02,Current,0,264233.89
14303,2024-09-10,Late 30,54,119063.59
20549,2025-03-06,Current,0,122171.19
22570,2024-06-11,Current,0,40601.08
11447,2024-09-16,Current,0,295560.83
18364,2024-06-06,Late 30,40,65560.79
1702,2025-04-14,Late 60,71,193519.62
23308,2023-01-27,Current,0,200665.8
23297,2023-08-13,Late 30,40,487560.11
8849,2022-08-03,Current,0,249753.73
4016,2023-01-11,Current,0,403608.1
20833,2025-07-25,Current,0,838155.14
9937,2022-09-25,Default,165,222388.87
21251,2022-05-25,Current,0,811162.86
10014,2024-12-26,Late 30,56,287527.26
3919,2024-11-01,Current,0,162062.6
18403,2024-02-09,Current,0,20235.07
19976,2022-07-03,Current,0,573935.74
1380,2022-08-02,Current,0,114232.3
3711,2024-07-31,Current,0,59196.58
7169,2025-02-22,Late 60,69,184864.93
14151,2023-12-09,Current,0,11351.87
3673,2025-07-09,Late 30,37,350744.76
18253,2022-05-02,Current,0,67127.19
10593,2024-04-19,Current,0,96163.76
24269,2024-09-04,Current,0,303886.89
15413,2024-02-22,Late 30,50,263192.98
19074,2023-09-28,Late 60,82,635542.39
11635,2024-06-17,Current,0,404501.54
5142,2024-12-18,Current,0,426557.85
10759,2024-01-17,Current,0,343695.17
10675,2023-08-02,Current,0,343894.93
4581,2024-06-10,Current,0,589811.43
18073,2025-02-15,Current,0,501520.54
24289,2023-03-22,Current,0,150704.78
23947,2023-02-16,Late 60,62,24042.18
7688,2025-03-06,Current,0,351772.35
10004,2023-06-13,Current,0,271235.08
2711,2023-11-18,Current,0,386666.38
16574,2023-04-23,Current,0,466590.01
5039,2024-02-23,Current,0,198860.79
5748,2025-07-17,Late 30,51,32301.7
23629,2023-06-26,Current,0,185514.81
5909,2024-06-10,Late 30,37,334456.34
24379,2023-11-13,Current,0,102754.43
20706,2022-07-05,Late 60,69,169333.23
3901,2025-07-25,Late 60,86,238391.34
6737,2022-10-21,Current,0,339121.9
22186,2024-11-27,Current,0,69033.3
21080,2023-11-04,Late 60,85,90069.82
7383,2024-10-18,Current,0,147130.61
8606,2023-03-03,Late 30,57,28263.72
11081,2024-01-23,Current,0,28953.84
17993,2023-02-03,Late 60,78,78867.3
6294,2023-01-28,Current,0,177527.29
3111,2024-01-20,Current,0,186597.14
12965,2025-01-23,Current,0,79781.25
1025,2022-12-10,Current,0,457829.33
5534,2024-11-12,Current,0,240152.67
19905,2023-05-12,Current,0,671240.07
10034,2022-07-11,Current,0,390140.97
15149,2023-02-06,Current,0,743381.0
2082,2025-01-22,Current,0,130203.07
20996,2024-06-11,Current,0,245048.25
12598,2023-03-26,Current,0,577959.54
25605,2024-11-21,Current,0,641138.46
18090,2024-04-01,Current,0,124676.35
3949,2024-06-12,Current,0,106359.46
16339,2023-08-13,Late 30,41,723022.95
18424,2024-05-08,Current,0,124744.57
11065,2024-03-14,Current,0,273815.83
22443,2023-06-09,Current,0,286748.03
21259,2024-10-09,Current,0,399983.4
24380,2025-03-23,Current,0,224373.39
4970,2024-06-03,Current,0,390005.38
2411,2022-07-09,Current,0,567398.21
3767,2023-11-01,Current,0,57637.3
17599,2024-05-22,Late 60,79,63711.27
25453,2024-04-11,Current,0,601623.41
24903,2022-11-29,Current,0,853735.01
14646,2022-11-03,Current,0,454796.22
25902,2022-09-20,Current,0,204918.34
18750,2023-11-14,Current,0,489716.79
10496,2023-10-11,Late 60,61,331821.69
15426,2023-10-17,Current,0,301886.23
1904,2023-07-26,Current,0,126955.23
10132,2023-11-07,Current,0,41135.38
16393,2023-12-08,Current,0,374106.39
5287,2023-11-21,Current,0,95178.17
5690,2024-04-05,Late 60,82,72087.71
23865,2023-05-21,Current,0,17765.22
1225,2023-06-06,Current,0,46909.71
1072,2024-05-05,Current,0,814755.83
4124,2025-06-04,Current,0,635824.52
12654,2023-12-11,Current,0,664139.4
17810,2024-04-15,Current,0,204485.49
16230,2023-11-13,Current,0,374537.13
12188,2024-08-16,Current,0,380981.21
19317,2023-07-31,Default,95,277046.91
5694,2025-06-02,Current,0,285205.21
11719,2022-12-07,Late 60,84,62972.18
11469,2022-10-18,Current,0,238457.96
1817,2025-03-08,Current,0,152190.0
5780,2025-02-14,Current,0,258394.25
20892,2023-09-22,Current,0,152870.66
12232,2024-06-08,Current,0,30756.47
14123,2023-04-26,Current,0,259737.62
17974,2023-12-22,Current,0,313540.02
8791,2023-11-19,Current,0,588577.17
13607,2023-01-11,Current,0,284151.12
5732,2023-05-16,Current,0,189373.54
8462,2023-12-16,Current,0,335348.54
15138,2025-01-24,Current,0,126411.92
23823,2024-01-16,Current,0,212581.37
24079,2023-07-12,Current,0,104084.35
17519,2024-03-23,Current,0,25373.06
21858,2023-05-05,Current,0,192512.65
22856,2023-09-27,Late 30,37,36847.7
4868,2023-10-27,Current,0,57552.28
4032,2023-10-20,Current,0,62196.63
10947,2023-03-19,Current,0,361473.54
16335,2022-12-26,Current,0,350921.69
24068,2023-09-18,Current,0,126856.64
17665,2023-12-13,Current,0,444495.5
2323,2024-12-27,Current,0,131135.7
22538,2023-09-28,Current,0,122158.06
23458,2024-07-06,Current,0,224485.73
25007,2024-02-24,Current,0,702907.52
24536,2024-09-29,Current,0,235796.25
24168,2022-05-01,Current,0,60447.36
17318,2023-03-18,Late 30,38,91579.69
11029,2024-02-29,Current,0,202853.93
11442,2023-12-26,Current,0,160565.68
24807,2024-10-04,Late 60,77,177625.61
1459,2023-10-21,Current,0,46416.07
22050,2023-08-25,Default,93,267079.19
3053,2023-09-29,Current,0,636652.3
5909,2025-02-04,Current,0,749938.02
18277,2024-03-11,Current,0,896647.85
16302,2024-02-08,Current,0,31275.64
17061,2023-11-19,Current,0,68248.93
4792,2023-11-21,Current,0,121660.49
9353,2023-12-24,Current,0,125369.28
8284,2024-10-13,Current,0,32551.15
17452,2024-08-27,Current,0,458547.14
1357,2024-05-22,Current,0,58523.52
12246,2023-07-08,Current,0,386237.65
6455,2024-03-24,Current,0,59978.63
12878,2024-08-02,Late 60,62,239409.18
8446,2024-07-22,Default,119,147184.37
3433,2024-11-06,Current,0,520131.47
18954,2025-10-08,Current,0,48577.64
20936,2024-06-05,Late 30,58,658155.7
3672,2024-04-26,Late 30,48,470937.87
9355,2025-04-18,Current,0,66421.65
9225,2024-06-25,Late 60,77,516348.05
25878,2025-09-29,Late 60,84,310462.19
5638,2023-04-15,Current,0,443020.13
16112,2023-06-30,Current,0,537395.03
8423,2023-02-27,Current,0,83243.66
15374,2024-07-08,Current,0,932135.32
12410,2023-01-13,Current,0,20921.84
20639,2024-03-02,Current,0,203556.66
11179,2024-01-09,Current,0,666168.23
11349,2024-04-07,Late 60,87,170882.96
22634,2024-11-04,Current,0,440893.45
18530,2023-08-23,Current,0,130995.09
13493,2024-10-20,Current,0,91027.05
18097,2025-08-15,Current,0,720885.11
21249,2023-09-13,Current,0,208450.67
1079,2025-01-04,Current,0,499085.05
1163,2023-11-27,Current,0,268215.27
4299,2024-11-29,Current,0,697036.71
21219,2023-08-17,Late 60,64,796649.7
9846,2024-09-05,Late 30,41,131798.93
10351,2023-10-30,Current,0,403067.69
22204,2022-04-17,Current,0,274837.76
14747,2023-12-27,Current,0,132417.0
13826,2025-01-21,Late 30,55,504685.18
1381,2023-11-20,Current,0,146907.0
21016,2022-11-30,Current,0,124339.61
4285,2022-12-31,Default,154,177201.2
18925,2024-11-15,Current,0,53372.0
5583,2024-05-14,Current,0,208871.28
5341,2024-10-16,Current,0,212184.24
2059,2024-07-10,Current,0,914041.25
14672,2023-07-26,Current,0,17150.75
3370,2025-08-12,Late 30,32,131005.99
4109,2025-04-30,Current,0,278864.67
16703,2023-09-23,Current,0,181814.37
10634,2024-03-04,Late 30,42,541817.26
16517,2022-11-21,Current,0,45640.56
4982,2023-06-23,Current,0,257492.74
5395,2024-08-30,Current,0,160368.85
16624,2023-01-22,Current,0,591538.48
7102,2024-07-08,Current,0,144836.17
4862,2023-07-07,Current,0,94520.33
1259,2023-06-02,Late 30,33,196106.45
13309,2023-01-14,Current,0,15023.82
23843,2024-11-16,Current,0,452312.5
9481,2024-01-05,Current,0,66873.96
23990,2025-05-11,Current,0,238517.74
22708,2024-06-21,Late 30,44,577231.74
22226,2025-03-02,Current,0,116046.92
3479,2024-12-14,Current,0,187983.81
14918,2023-10-16,Current,0,34593.83
10071,2024-11-20,Current,0,116369.64
11518,2023-12-28,Current,0,812749.3
23465,2022-08-31,Current,0,414415.91
6869,2022-07-22,Late 60,76,467574.42
17042,2022-08-21,Current,0,317908.35
24287,2023-09-22,Current,0,325692.61
22078,2022-08-27,Current,0,327446.04
18944,2024-05-08,Current,0,56196.66
8698,2024-01-20,Current,0,232613.38
17307,2023-12-27,Current,0,864538.83
10156,2023-06-14,Default,179,107567.37
19893,2023-06-13,Default,112,74434.27
4364,2024-07-30,Current,0,69864.08
24061,2024-11-17,Late 30,46,44856.2
16609,2024-08-28,Current,0,81807.31
1242,2024-07-24,Current,0,628238.98
22602,2024-09-20,Current,0,370237.24
10189,2024-10-04,Current,0,259698.37
17464,2023-04-21,Current,0,513521.8
4237,2023-04-09,Current,0,166652.19
17461,2024-08-26,Late 30,58,173274.48
8747,2023-03-31,Current,0,455278.5
7574,2024-07-04,Current,0,164959.74
17204,2022-10-15,Current,0,236717.26
6400,2023-10-10,Current,0,930752.12
25151,2025-04-05,Current,0,243273.11
4322,2023-12-26,Current,0,252886.39
15013,2022-03-23,Current,0,456550.5
19447,2024-12-18,Current,0,85491.14
1813,2024-03-30,Current,0,88547.23
21637,2024-02-09,Late 60,82,501137.06
12709,2024-04-13,Current,0,115579.21
22509,2022-10-25,Current,0,383062.14
15099,2025-05-20,Current,0,874235.37
10187,2022-07-19,Late 60,68,189730.23
6771,2025-08-11,Current,0,411446.95
12664,2023-06-28,Current,0,279857.29
11977,2024-06-26,Default,103,295635.53
25743,2022-10-01,Default,123,79112.42
5333,2022-04-29,Current,0,656049.17
22723,2024-05-01,Late 30,52,787299.79
23433,2024-01-30,Current,0,25387.9
5523,2025-06-23,Current,0,126754.08
7514,2024-05-03,Default,99,502103.75
14268,2024-04-15,Current,0,155076.98
12675,2022-06-26,Current,0,153432.64
5574,2023-04-27,Current,0,149879.2
4049,2023-12-21,Current,0,109510.22
20051,2025-07-28,Current,0,529680.34
24215,2022-04-18,Current,0,50278.99
7527,2024-03-27,Current,0,8772.05
22544,2025-05-28,Current,0,55767.36
8956,2025-03-06,Current,0,266010.15
8036,2024-07-09,Current,0,113680.69
20219,2023-12-01,Current,0,62861.08
2530,2024-09-22,Late 30,35,249374.15
5455,2023-12-28,Current,0,148285.4
16397,2024-11-09,Current,0,121047.77
18286,2025-04-25,Current,0,267619.22
22274,2025-03-03,Current,0,89243.24
1166,2023-01-31,Default,157,144496.5
8750,2023-09-07,Current,0,46557.51
8585,2024-03-03,Late 30,49,514148.37
5193,2024-06-06,Current,0,279511.16
5672,2024-03-02,Current,0,752264.12
20312,2022-04-30,Current,0,627735.29
11153,2022-11-12,Current,0,94041.94
16214,2022-08-15,Default,153,10604.72
20496,2024-09-01,Current,0,141490.47
4207,2024-07-03,Current,0,483149.8
23856,2023-06-20,Current,0,531530.82
15094,2022-10-18,Current,0,452456.06
10696,2023-04-21,Current,0,711881.71
7041,2025-11-24,Current,0,33014.62
18060,2024-01-19,Current,0,154675.41
7763,2023-08-20,Current,0,103562.41
15421,2024-09-19,Default,125,246278.15
9081,2023-08-26,Late 60,83,62581.96
4034,2025-07-31,Current,0,59658.13
5604,2022-07-05,Current,0,852644.78
9973,2024-05-14,Current,0,374760.94
9756,2024-09-18,Current,0,73530.38
11075,2023-12-27,Default,138,394123.48
22436,2024-02-03,Current,0,213823.67
10217,2023-10-17,Current,0,305577.95
18294,2022-08-28,Current,0,88339.76
3618,2024-10-22,Current,0,51090.58
5411,2023-08-05,Current,0,135495.0
1885,2024-01-23,Current,0,283275.08
14761,2023-01-19,Current,0,153232.54
15577,2022-04-08,Current,0,176833.95
11521,2024-03-18,Current,0,78573.01
9883,2024-01-22,Current,0,21846.19
12158,2023-12-25,Current,0,170079.15
25208,2025-07-07,Current,0,55827.3
5861,2024-01-09,Current,0,15286.77
12194,2024-05-18,Current,0,606887.21
23669,2023-12-22,Late 30,35,161503.14
16431,2024-05-08,Current,0,198199.55
9819,2022-09-23,Current,0,397977.05
13264,2024-04-15,Current,0,304145.99
3985,2023-02-26,Current,0,245879.47
4505,2024-10-22,Current,0,222168.88
7663,2023-07-05,Current,0,12708.96
15065,2024-04-19,Current,0,554983.38
7964,2023-08-11,Current,0,306195.36
9443,2024-09-09,Current,0,218151.98
13267,2023-11-11,Late 30,33,690210.18
2146,2023-02-03,Current,0,279767.49
11871,2024-04-13,Current,0,358714.05
2225,2024-01-27,Current,0,196376.36
2506,2025-08-24,Default,101,325831.25
1159,2025-03-08,Current,0,143611.44
22584,2023-09-15,Current,0,38455.27
19597,2023-02-04,Current,0,484547.33
15695,2025-01-10,Current,0,359584.97
1317,2024-07-18,Current,0,359271.91
21429,2024-05-15,Current,0,512012.77
10221,2025-02-19,Current,0,202710.87
14007,2023-01-20,Current,0,217540.0
19649,2023-07-27,Current,0,212524.15
17717,2025-01-06,Current,0,349648.65
11745,2023-01-15,Late 30,54,246345.59
18710,2024-01-03,Current,0,153168.1
25327,2024-01-08,Current,0,290126.56
7281,2023-05-29,Current,0,63070.75
22073,2024-04-11,Current,0,58112.04
13255,2025-04-17,Current,0,7740.79
21840,2024-02-16,Current,0,201676.25
4775,2024-01-05,Current,0,607232.05
24231,2023-11-13,Current,0,274383.74
20191,2024-06-25,Current,0,628981.19
3881,2023-10-06,Current,0,35886.44
23313,2023-10-02,Late 30,39,181306.91
11581,2023-11-21,Current,0,719871.4
16471,2025-01-13,Current,0,183915.61
23681,2024-03-23,Current,0,68231.71
5127,2023-10-11,Current,0,123224.0
13346,2023-02-25,Late 60,77,382597.37
21939,2023-07-12,Current,0,323380.32
24666,2023-12-14,Current,0,399413.96
15797,2023-10-11,Default,99,34807.07
21433,2024-05-04,Current,0,120367.87
21981,2025-06-21,Current,0,260672.61
9830,2025-09-10,Late 30,35,471417.97
14956,2024-02-04,Late 30,35,382227.33
22865,2023-11-22,Current,0,43194.59
14919,2024-09-12,Current,0,430107.65
24084,2024-05-23,Late 30,35,113839.1
8494,2025-07-03,Late 30,51,719255.8
1153,2024-10-10,Current,0,51404.35
15934,2023-08-10,Current,0,63600.51
4755,2025-07-01,Current,0,366996.68
14018,2023-10-16,Current,0,509730.47
20523,2025-03-06,Current,0,733736.69
25265,2024-07-03,Current,0,376814.65
4262,2024-08-19,Current,0,338412.14
7748,2024-02-24,Current,0,603014.92
24234,2024-11-12,Current,0,46276.53
11508,2023-03-25,Current,0,512240.55
18102,2025-12-05,Current,0,77613.13
24850,2024-07-16,Current,0,126734.95
1303,2023-01-20,Current,0,152644.7
21035,2022-12-08,Default,169,45586.27
25065,2023-05-12,Current,0,192362.45
8652,2024-01-12,Current,0,290046.1
8144,2023-08-17,Current,0,450125.29
5563,2022-10-15,Current,0,332869.2
15147,2024-04-26,Late 30,51,84468.88
13812,2022-12-01,Default,164,64727.02
19759,2024-03-19,Current,0,34859.78
11093,2024-03-31,Current,0,938318.45
8097,2023-05-24,Current,0,103810.09
20208,2024-05-08,Current,0,520418.4
6715,2024-10-29,Current,0,225040.65
6476,2023-03-27,Current,0,414078.74
11375,2024-12-02,Current,0,84539.73
4990,2024-06-23,Current,0,16134.06
18477,2024-06-14,Current,0,265481.08
22384,2023-11-22,Current,0,56872.81
21568,2024-05-25,Current,0,252115.7
21730,2022-12-06,Late 30,47,10083.43
18728,2024-02-28,Current,0,146333.78
7825,2022-12-07,Current,0,55300.5
6519,2024-01-27,Current,0,160869.32
10226,2022-08-23,Current,0,189895.99
22597,2023-04-11,Current,0,569611.23
16992,2024-07-31,Current,0,305431.26
21752,2024-05-06,Current,0,76464.48
10406,2023-08-05,Current,0,265920.64
15498,2023-09-07,Current,0,261168.74
21843,2022-12-22,Current,0,236917.16
8748,2023-03-11,Late 30,42,363209.64
19103,2023-11-16,Late 30,44,418331.74
12901,2024-08-06,Current,0,355644.41
6684,2023-08-19,Current,0,327003.99
11050,2024-11-20,Current,0,93791.58
4561,2024-02-08,Current,0,177604.72
13381,2022-04-13,Late 30,49,96312.12
4679,2023-07-06,Late 60,83,46497.39
24368,2023-05-05,Current,0,481591.03
8394,2024-11-22,Current,0,18948.13
17769,2023-09-01,Current,0,27324.99
19754,2023-01-26,Default,164,514582.49
7880,2023-05-25,Current,0,78179.35
25619,2023-11-19,Current,0,481116.27
2819,2024-05-23,Current,0,365862.64
13829,2023-05-14,Current,0,178212.04
23412,2023-09-25,Late 30,49,87100.2
18741,2023-09-29,Current,0,327012.72
3222,2025-01-09,Late 30,53,414106.85
19194,2024-01-04,Current,0,374743.13
3234,2023-06-15,Current,0,586842.47
20916,2024-11-22,Current,0,355164.09
21371,2023-10-09,Current,0,128729.54
18645,2025-08-17,Current,0,246707.97
22348,2024-06-10,Current,0,420624.68
6241,2024-12-04,Late 60,78,132973.1
11667,2022-10-11,Current,0,309317.35
16246,2023-05-21,Default,99,224442.72
12370,2025-10-12,Current,0,639292.38
7668,2023-05-10,Default,121,417552.9
22366,2022-11-24,Late 30,47,198064.04
8596,2023-12-04,Current,0,422901.16
15225,2024-05-14,Default,140,35415.07
17223,2024-07-11,Current,0,305947.56
6309,2024-07-02,Current,0,274461.93
7662,2024-01-06,Current,0,55711.05
16649,2023-02-23,Late 60,75,142226.59
5904,2022-07-05,Current,0,4624.87
3764,2023-03-02,Current,0,83606.88
20772,2024-09-23,Current,0,75311.68
18449,2024-02-03,Current,0,3787.57
12000,2023-09-08,Current,0,218233.47
20956,2025-04-26,Current,0,423729.95
14141,2023-08-05,Late 30,42,306958.64
1673,2024-05-03,Current,0,55949.2
5658,2024-01-27,Current,0,407004.22
20236,2022-11-18,Current,0,45330.32
14607,2024-03-23,Current,0,114392.2
25987,2023-10-18,Current,0,101699.39
8186,2023-12-01,Current,0,236623.21
17806,2024-11-01,Current,0,146288.29
1998,2023-05-12,Default,178,502055.13
4627,2023-10-17,Late 30,42,90370.31
3184,2024-02-04,Current,0,179682.37
4290,2025-09-30,Current,0,127915.29
4160,2024-09-02,Current,0,19142.06
23010,2024-03-20,Current,0,621261.26
16485,2024-10-09,Current,0,90817.21
10907,2023-09-15,Current,0,209923.72
24609,2025-02-01,Current,0,31206.39
2813,2023-06-09,Current,0,326829.41
23941,2023-11-08,Current,0,650973.77
24716,2024-01-19,Current,0,119004.85
24973,2025-01-05,Current,0,488509.43
8188,2024-01-24,Current,0,265808.36
18197,2025-06-09,Current,0,112214.76
6889,2022-11-28,Current,0,462822.77
15051,2023-06-25,Current,0,196907.04
22387,2023-06-18,Current,0,383810.85
16482,2024-05-02,Current,0,733649.27
14665,2024-11-22,Current,0,34389.31
6320,2024-05-27,Current,0,218511.27
5246,2025-02-01,Current,0,426771.81
23842,2025-06-18,Current,0,107887.89
25195,2024-06-17,Current,0,285828.19
25649,2024-01-06,Current,0,469300.54
20957,2025-04-05,Current,0,140564.03
12543,2023-08-09,Default,145,7714.11
19654,2023-01-29,Current,0,421748.32
10932,2023-05-18,Current,0,541377.66
7822,2022-09-27,Current,0,466999.67
1911,2024-06-17,Current,0,188637.1
19049,2025-04-06,Current,0,751786.8
3571,2023-04-11,Current,0,194055.66
8877,2023-10-28,Default,111,329144.18
6248,2025-02-09,Late 30,38,46116.14
22620,2023-06-29,Current,0,357490.31
1908,2023-08-03,Late 30,39,143183.29
8412,2024-12-22,Current,0,1276.02
25719,2023-01-13,Late 30,38,669411.01
22188,2024-12-01,Default,100,637623.47
20935,2022-12-03,Current,0,600110.78
15393,2023-10-01,Current,0,132232.27
12430,2025-02-19,Current,0,162325.6
23761,2023-06-23,Current,0,813707.81
13739,2023-11-11,Current,0,128100.11
16095,2023-01-18,Default,146,11099.56
14864,2023-06-18,Current,0,175685.85
24781,2024-06-14,Current,0,23233.9
24937,2023-04-01,Current,0,32407.97
9547,2024-05-10,Late 30,53,19686.08
25086,2022-09-21,Current,0,19819.35
14402,2023-10-03,Current,0,117451.55
5235,2025-03-12,Current,0,649219.41
5640,2023-02-17,Current,0,91214.57
7792,2023-12-31,Current,0,830569.87
13156,2023-09-25,Current,0,385531.7
14853,2022-10-05,Late 30,47,82321.12
7926,2023-04-24,Current,0,191093.11
18631,2022-08-07,Current,0,586291.53
13931,2023-11-04,Current,0,65357.38
20988,2023-10-24,Current,0,666575.03
20815,2024-03-07,Default,90,507138.02
17757,2023-05-23,Current,0,204999.98
3138,2024-10-31,Current,0,178397.85
7045,2024-01-25,Current,0,497496.67
24458,2023-03-24,Current,0,201600.03
6463,2024-12-27,Current,0,518653.65
6606,2023-09-12,Current,0,427965.42
11147,2023-10-26,Current,0,616645.88
15495,2025-04-25,Current,0,581583.24
8561,2024-01-18,Default,127,224285.44
2965,2023-07-03,Current,0,420058.86
17926,2023-10-06,Current,0,152300.84
12138,2023-09-18,Late 60,78,577732.75
25699,2023-03-14,Current,0,205449.48
14076,2023-12-15,Current,0,863821.38
9825,2023-03-10,Current,0,5302.67
9000,2024-03-27,Current,0,190156.27
10476,2025-01-24,Current,0,563664.45
17756,2024-10-18,Current,0,894711.56
24538,2025-03-31,Current,0,762860.58
2378,2024-09-27,Current,0,52600.58
9668,2024-04-13,Current,0,456353.86
11894,2023-11-18,Current,0,255453.07
20001,2024-06-13,Current,0,4031.36
3111,2023-10-30,Late 60,82,170474.39
20088,2023-04-21,Late 30,35,22507.84
13822,2024-04-07,Current,0,354176.3
20740,2023-04-13,Current,0,489875.85
20076,2025-08-08,Late 30,44,738092.25
9403,2023-02-09,Late 30,47,298850.34
4417,2023-01-15,Default,139,319432.72
8364,2023-06-11,Current,0,70171.85
25860,2025-06-02,Late 30,50,210734.79
21986,2024-06-13,Current,0,585252.95
6493,2024-08-17,Current,0,214006.0
22306,2022-06-13,Default,122,216730.69
18803,2024-07-29,Current,0,813923.95
10028,2024-08-12,Current,0,5473.65
21070,2024-12-07,Late 30,50,31876.2
2048,2024-04-28,Current,0,466821.64
1452,2024-08-02,Current,0,462151.1
25144,2023-06-26,Current,0,9662.97
7913,2022-03-05,Default,175,141522.54
1751,2024-01-03,Late 60,64,127936.16
7115,2025-07-09,Current,0,132102.81
5155,2023-09-26,Late 30,30,24727.55
22565,2023-04-25,Current,0,114185.77
19866,2024-02-08,Current,0,613393.43
18844,2022-04-15,Current,0,464797.98
10905,2023-09-18,Current,0,264362.49
12909,2025-09-08,Current,0,36834.79
6618,2023-03-30,Late 60,80,400230.32
8461,2023-06-14,Late 30,41,331423.86
2536,2024-10-12,Current,0,839083.61
19082,2022-11-11,Current,0,377656.53
23853,2023-11-05,Default,165,445207.55
20167,2024-03-10,Current,0,268109.43
9203,2023-04-12,Current,0,100625.31
18637,2024-07-17,Current,0,9312.57
25928,2023-06-16,Late 30,37,356121.86
6099,2025-06-11,Current,0,196296.51
17577,2023-09-29,Current,0,48745.15
4651,2023-06-04,Current,0,322608.45
4944,2024-07-31,Current,0,164382.26
24969,2023-09-13,Current,0,10350.18
25644,2025-01-13,Default,102,108499.06
1609,2023-05-27,Current,0,468383.84
3688,2024-05-13,Current,0,53621.39
3956,2023-11-17,Current,0,133311.91
20521,2023-06-10,Current,0,40405.44
24911,2024-07-28,Current,0,316038.77
25692,2025-03-04,Current,0,470889.04
7504,2023-09-02,Current,0,210077.39
1625,2024-03-19,Current,0,430667.66
3544,2024-06-21,Current,0,176955.52
16895,2023-01-10,Current,0,317965.69
24074,2024-05-03,Current,0,177441.08
5553,2024-03-06,Current,0,242308.92
20461,2023-09-30,Late 60,81,207894.87
17153,2023-12-27,Default,115,97803.56
24252,2023-02-02,Current,0,42706.31
9451,2023-02-10,Current,0,414361.71
20888,2024-02-17,Late 30,37,373985.29
19040,2024-01-05,Current,0,170912.79
6717,2025-03-27,Current,0,371591.96
23174,2024-08-30,Current,0,735403.93
2603,2024-08-15,Current,0,130836.03
25724,2024-04-18,Current,0,867079.9
8752,2024-02-20,Late 30,41,218039.26
14236,2024-05-09,Current,0,141874.56
8966,2024-10-17,Current,0,76439.61
16012,2023-12-20,Current,0,553495.07
14681,2023-07-07,Current,0,35847.82
12621,2024-02-20,Current,0,79015.21
5299,2023-05-15,Current,0,490497.83
23304,2022-09-14,Current,0,619277.9
13117,2024-09-05,Late 30,56,177458.99
15356,2023-06-28,Current,0,146700.25
15666,2025-06-06,Current,0,924974.37
25407,2023-09-08,Current,0,276550.41
14865,2024-02-28,Current,0,288533.62
14125,2023-10-24,Late 60,68,151698.59
10765,2023-06-29,Current,0,495995.17
12653,2023-09-20,Current,0,359580.83
10296,2024-05-08,Current,0,389390.23
14190,2022-11-26,Current,0,141310.81
14262,2023-05-15,Current,0,93816.7
10554,2024-12-02,Current,0,921488.14
5127,2024-04-28,Current,0,144310.43
25374,2024-04-17,Current,0,726669.67
6181,2024-02-17,Current,0,271927.13
6390,2025-02-14,Current,0,46748.94
24490,2025-02-03,Current,0,1374.31
9460,2023-05-02,Current,0,249758.43
4024,2023-08-27,Current,0,142056.71
5545,2023-10-05,Current,0,410997.8
19475,2023-09-12,Current,0,318462.47
4572,2024-09-19,Current,0,718910.13
5130,2022-12-31,Late 60,84,52869.94
16783,2023-03-11,Current,0,8669.73
15965,2023-10-25,Default,125,59309.95
10278,2024-09-23,Current,0,300529.71
25798,2023-01-22,Current,0,211750.57
6742,2023-07-28,Current,0,128454.08
16060,2025-01-04,Current,0,140746.8
25753,2023-08-02,Current,0,19442.19
8736,2023-06-05,Current,0,31600.09
20575,2023-10-29,Current,0,163922.81
23779,2023-11-28,Current,0,71045.3
11339,2023-10-11,Current,0,314471.03
21019,2023-05-31,Late 60,60,213761.32
1924,2025-02-09,Current,0,159889.19
20455,2024-11-14,Current,0,188968.44
1278,2024-04-03,Current,0,63543.48
14944,2024-09-20,Late 60,81,277006.79
21492,2023-10-02,Late 30,33,118420.52
10957,2024-07-27,Current,0,81087.73
23560,2023-12-18,Current,0,383138.24
12172,2024-11-05,Current,0,62118.22
10843,2023-08-30,Current,0,34088.23
14592,2022-06-17,Current,0,255965.51
9646,2024-05-12,Late 30,37,215144.56
