application_id,customer_id,credit_score,ltv_ratio,loan_amount,tier,interest_rate,origination_date
15519,4644,686,0.7686,70936.16,A,13.86,2023-03-15
15520,5057,765,0.6546,329607.41,B,14.95,2023-02-08
15521,132,845,0.8804,131368.45,A,12.69,2022-12-02
15522,5444,711,0.6991,980603.81,A,4.46,2023-01-05
15523,858,750,0.68,145544.3,B,4.8,2023-06-02
15524,8713,603,0.5118,89791.41,C,5.74,2022-03-27
15525,8222,840,0.8056,526712.94,C,14.98,2023-12-12
15526,6148,775,0.7397,74366.54,B,9.06,2023-03-20
15527,11589,678,0.6403,637701.39,D,12.32,2023-07-07
15528,4605,680,0.5627,870363.78,B,12.15,2023-08-28
15529,9453,699,0.5821,257891.56,A,14.66,2022-01-19
15530,1559,782,0.6012,927884.42,B,4.11,2022-03-18
15531,16,669,0.8893,649631.25,D,4.07,2022-08-30
15532,3606,774,0.7163,170888.03,B,12.13,2022-01-22
15533,1608,756,0.813,647982.32,B,3.17,2023-05-02
15534,5936,694,0.7076,82043.47,A,13.49,2023-07-26
15535,11710,611,0.7132,356036.88,A,9.13,2022-02-11
15536,2017,794,0.87,25813.35,C,6.1,2023-11-25
15537,3575,822,0.847,447154.02,A,13.93,2023-07-16
15538,7275,649,0.6045,833693.46,C,11.88,2023-06-14
15539,9936,650,0.7816,700345.48,B,6.5,2022-01-08
15540,3792,690,0.8061,206796.04,A,11.89,2022-05-05
15541,6407,737,0.6822,190857.43,D,6.64,2023-03-17
15542,11827,616,0.5307,707150.22,A,9.46,2023-07-03
15543,1089,614,0.6671,669554.32,D,11.99,2023-02-22
15544,1362,638,0.6612,150811.91,C,8.09,2022-12-27
15545,11565,786,0.8108,675368.87,D,12.76,2023-09-04
15546,4474,645,0.8643,782940.93,B,4.9,2022-07-21
15547,5295,841,0.6782,768644.16,B,9.23,2022-10-23
15548,7107,849,0.7906,411543.3,C,3.36,2022-02-04
15549,7320,812,0.7893,816001.89,A,14.76,2022-05-13
15550,8668,736,0.7917,395914.2,A,5.12,2022-12-12
15551,9482,685,0.7494,649255.68,B,4.96,2022-11-23
15552,8521,733,0.7831,762711.86,C,8.31,2022-05-15
15553,12237,597,0.8905,757922.75,B,3.8,2022-05-20
15554,10032,839,0.9148,353494.65,A,13.46,2022-12-25
15555,1187,698,0.5413,575105.82,A,5.32,2022-05-02
15556,3415,681,0.5053,617802.79,C,10.57,2022-06-17
15557,5487,604,0.7335,242499.77,C,12.46,2022-03-04
15558,3537,759,0.6858,18115.33,B,8.99,2022-08-05
15559,1774,741,0.703,108291.49,A,3.43,2022-12-28
15560,10256,794,0.7063,44237.09,B,6.8,2023-10-08
15561,10037,703,0.9028,305661.03,B,10.3,2022-09-14
15562,5416,735,0.7865,332685.33,B,7.44,2022-02-25
15563,2559,772,0.6991,867331.4,C,10.77,2022-10-22
15564,5908,632,0.7047,133680.11,B,9.15,2023-04-02
15565,5080,749,0.88,193240.1,D,8.74,2022-09-11
15566,9455,677,0.5977,623826.61,A,5.93,2023-04-16
15567,6725,726,0.5066,474459.75,B,14.41,2023-04-30
15568,5421,609,0.7152,993325.9,B,9.76,2022-07-18
15569,3292,653,0.9322,764341.84,C,5.64,2023-07-28
15570,9211,751,0.8665,277636.71,B,7.4,2022-05-22
15571,9982,663,0.6838,724321.5,C,4.39,2023-04-26
15572,3525,652,0.5788,236054.84,B,12.52,2023-07-17
15573,3505,811,0.7566,684766.32,A,10.13,2022-05-14
15574,8999,706,0.8959,46158.23,B,12.36,2022-09-28
15575,5990,664,0.8228,207601.24,A,11.21,2022-04-18
15576,2667,833,0.7431,111604.86,C,14.55,2023-09-16
15577,8597,731,0.8307,434657.9,B,11.93,2022-03-05
15578,7141,586,0.9341,557852.85,A,11.09,2023-03-08
15579,8786,715,0.7487,266836.09,C,10.28,2023-02-26
15580,6896,763,0.7499,978723.84,A,3.88,2023-06-25
15581,12142,806,0.7154,416476.25,A,3.77,2023-05-26
15582,4108,823,0.755,566154.0,B,12.25,2022-02-09
15583,3281,843,0.7858,468890.61,A,11.65,2023-11-02
15584,2213,830,0.5919,864540.65,A,5.84,2023-01-06
15585,8079,749,0.7556,377007.18,D,14.84,2023-02-18
15586,9735,633,0.5061,943659.61,C,4.75,2023-11-03
15587,7602,711,0.9221,806915.76,A,8.39,2022-11-16
15588,614,673,0.517,84897.88,D,14.96,2022-10-22
15589,869,625,0.9312,884453.36,B,13.91,2022-01-01
15590,812,678,0.936,189757.24,B,5.42,2023-11-21
15591,10015,813,0.7371,68954.41,A,4.22,2022-01-20
15592,4863,848,0.6496,229434.13,A,4.23,2022-10-25
15593,4178,616,0.5832,94350.48,A,6.15,2023-07-21
15594,1745,654,0.573,625977.22,A,8.97,2023-04-24
15595,2257,637,0.6071,453018.95,A,13.27,2023-09-19
15596,7613,598,0.7143,480084.87,C,3.37,2023-05-08
15597,12235,767,0.8343,620428.34,D,8.92,2022-09-28
15598,11860,718,0.6794,503400.27,B,4.76,2022-09-16
15599,8714,722,0.8515,991685.3,A,10.74,2023-09-11
15600,7197,687,0.7541,627489.65,C,11.72,2022-08-30
15601,5424,800,0.5087,590350.81,B,5.9,2022-05-26
15602,5090,724,0.5593,420262.15,A,8.96,2023-10-15
15603,6609,584,0.7575,451926.22,B,8.93,2022-10-02
15604,9718,635,0.5725,989600.13,C,4.33,2023-05-07
15605,1470,834,0.7737,15435.86,B,11.36,2022-06-28
15606,2676,801,0.7004,163900.3,A,10.65,2022-03-25
15607,1514,627,0.8105,349607.31,B,7.3,2022-12-25
15608,4877,742,0.6311,905368.58,C,3.93,2023-11-29
15609,1452,815,0.8697,938550.46,C,8.09,2023-08-08
15610,4655,827,0.675,67027.79,B,8.0,2022-04-24
15611,11623,679,0.8585,150207.52,B,8.57,2023-04-19
15612,3008,600,0.5087,883405.87,B,6.33,2022-05-12
15613,3125,681,0.6769,279562.19,B,14.45,2022-08-30
15614,1754,584,0.5991,407088.08,B,3.11,2022-11-29
15615,1613,776,0.6997,14545.52,A,13.2,2022-08-06
15616,3276,728,0.9261,496543.39,A,9.8,2022-07-21
15617,8748,790,0.5715,866649.69,A,9.25,2022-10-29
15618,12444,739,0.5396,370948.61,A,13.58,2023-02-18
15619,2050,725,0.5263,882109.69,C,5.74,2023-03-21
15620,825,637,0.5555,353455.27,A,4.97,2023-12-12
15621,11042,819,0.5279,661585.7,A,3.42,2023-06-22
15622,3031,658,0.8081,300696.61,B,14.98,2023-12-27
15623,1082,731,0.5528,519588.12,B,5.98,2023-03-05
15624,11518,584,0.5888,830028.77,A,4.21,2022-02-11
15625,5300,760,0.7905,849922.43,D,12.8,2023-07-16
15626,493,780,0.7008,85762.14,A,14.77,2023-09-01
15627,4765,712,0.5246,930004.92,B,14.55,2023-05-04
15628,7203,701,0.9368,526605.46,B,10.7,2022-07-17
15629,8267,748,0.77,227017.38,B,3.9,2023-07-08
15630,11184,677,0.7762,833009.0,C,10.86,2023-10-25
15631,3361,847,0.8837,638868.83,C,7.76,2023-07-11
15632,8563,598,0.9091,512921.55,A,10.92,2022-09-02
15633,4683,711,0.5257,813586.16,D,14.82,2022-10-10
15634,329,675,0.5308,211814.38,B,6.24,2022-08-05
15635,9983,789,0.8494,585349.69,C,9.38,2022-12-26
15636,8969,584,0.8131,962191.61,A,8.57,2023-10-20
15637,10215,707,0.5976,640721.78,C,9.66,2023-02-19
15638,4675,633,0.6446,602818.57,C,9.31,2022-11-21
15639,4317,777,0.775,39161.69,A,9.87,2022-11-16
15640,9380,785,0.855,190822.97,A,9.56,2023-02-20
15641,9696,759,0.7714,616023.05,B,4.67,2022-08-03
15642,11484,820,0.8564,705637.28,C,6.16,2022-08-27
15643,5804,717,0.6029,900829.51,B,4.92,2022-07-31
15644,3326,602,0.649,872621.78,B,6.42,2022-07-13
15645,8380,699,0.5457,366252.29,A,11.63,2023-02-04
15646,1215,694,0.9432,692966.22,C,14.47,2022-09-20
15647,7557,661,0.864,469278.61,A,5.64,2023-07-16
15648,11479,775,0.8221,482265.71,B,7.09,2023-10-29
15649,11639,759,0.5877,945892.91,B,9.97,2022-03-04
15650,9302,754,0.8144,735460.12,C,8.88,2023-02-28
15651,10714,777,0.8881,968469.91,C,10.65,2022-07-24
15652,12072,605,0.8647,777126.6,D,7.19,2023-10-14
15653,8723,678,0.8396,728373.14,A,3.64,2022-03-25
15654,9263,812,0.6742,433308.07,D,7.83,2022-04-24
15655,3137,770,0.8451,115408.24,A,6.82,2023-11-09
15656,9155,645,0.7181,634058.72,C,8.58,2023-11-06
15657,6619,825,0.682,473667.72,C,8.14,2023-04-18
15658,5266,683,0.9342,594657.25,B,12.17,2022-06-13
15659,7090,770,0.566,289524.83,C,9.83,2022-02-16
15660,7966,720,0.8891,204053.95,C,4.92,2022-04-27
15661,9598,758,0.6449,272491.48,A,9.13,2023-08-16
15662,11330,840,0.7324,660989.46,A,14.06,2023-09-04
15663,8709,754,0.6633,953453.38,A,5.68,2022-11-04
15664,11357,743,0.7264,992008.23,D,10.28,2022-03-20
15665,6570,598,0.8683,810568.2,C,5.29,2023-10-28
15666,1492,599,0.5824,957983.49,B,8.23,2023-08-17
15667,5214,818,0.8397,290992.69,A,14.95,2023-09-05
15668,11882,623,0.7007,13509.47,D,9.59,2023-07-09
15669,4229,775,0.9207,202115.97,A,11.37,2023-03-24
15670,7509,774,0.7461,638107.54,B,8.22,2023-10-14
15671,4410,628,0.5186,900325.0,A,13.62,2023-04-21
15672,591,638,0.9096,915774.64,C,5.95,2022-02-14
15673,7380,711,0.916,832344.77,A,7.16,2023-10-26
15674,9736,746,0.581,764734.37,B,11.68,2022-09-29
15675,3057,714,0.9377,311149.3,B,11.86,2023-06-20
15676,2207,668,0.7006,96863.71,D,12.44,2023-11-28
15677,11532,850,0.9115,529946.95,B,13.71,2023-01-25
15678,2709,842,0.6638,341911.12,B,10.36,2023-10-27
15679,5982,695,0.5102,136888.31,A,12.02,2023-06-15
15680,12222,775,0.8578,463704.26,A,6.3,2023-02-15
15681,5723,687,0.8986,530323.36,C,4.04,2023-07-05
15682,748,626,0.5733,776514.04,A,14.83,2023-10-08
15683,8993,820,0.7493,810040.14,A,13.31,2023-06-14
15684,6554,809,0.8742,473833.83,A,11.62,2022-11-17
15685,1498,824,0.7077,921528.57,B,4.09,2023-03-15
15686,1380,829,0.8548,790775.57,C,6.75,2022-07-07
15687,8872,656,0.7871,438161.91,A,8.29,2022-07-22
15688,7361,641,0.8243,356748.2,A,4.74,2023-12-14
15689,3771,638,0.9135,324703.1,C,7.37,2023-05-18
15690,3343,817,0.6876,469077.73,C,3.1,2022-07-13
15691,9089,768,0.8469,337002.1,A,4.67,2022-04-26
15692,1547,635,0.8207,474139.28,B,6.68,2022-04-11
15693,3127,657,0.6975,581491.61,A,10.6,2023-12-13
15694,5890,801,0.6715,174357.95,A,11.77,2022-07-17
15695,6209,626,0.8966,799914.97,B,6.97,2023-03-30
15696,8876,717,0.5921,121491.93,C,11.98,2023-04-15
15697,1296,603,0.6433,410300.67,C,5.96,2023-03-28
15698,1386,608,0.9385,173568.0,B,12.56,2022-05-01
15699,943,714,0.6248,310889.24,B,14.2,2022-12-08
15700,3281,768,0.8926,463704.0,B,3.7,2023-05-06
15701,1034,650,0.6671,751265.34,D,11.49,2022-10-01
15702,2787,785,0.748,630816.1,C,4.16,2023-06-11
15703,2234,821,0.6793,367118.05,A,5.01,2023-05-21
15704,11838,763,0.5996,595035.81,B,11.9,2023-04-17
15705,1621,707,0.811,303359.2,C,4.6,2022-04-25
15706,3536,809,0.935,840092.98,C,8.34,2023-05-08
15707,3206,620,0.9018,488344.88,A,5.88,2022-02-04
15708,2883,741,0.9434,719590.68,B,9.56,2022-12-12
15709,171,737,0.811,318833.71,A,13.41,2023-12-29
15710,8141,600,0.5155,680567.99,A,11.45,2023-09-14
15711,9746,589,0.7493,927502.86,C,7.17,2022-10-20
15712,3898,666,0.7801,116687.91,C,4.27,2022-10-06
15713,9788,612,0.5541,594694.86,C,13.97,2023-11-11
15714,9816,782,0.8728,505921.09,A,6.83,2022-05-02
15715,4123,583,0.8285,545569.77,A,14.81,2022-02-11
15716,5110,602,0.7018,202655.56,B,7.35,2023-11-27
15717,9284,776,0.6314,36828.7,C,7.42,2023-04-13
15718,2838,686,0.5998,80557.77,B,7.51,2022-12-19
15719,8600,779,0.934,291340.58,B,9.62,2022-09-05
15720,5229,794,0.8609,855849.76,A,8.9,2023-11-01
15721,4170,581,0.812,808791.95,C,12.06,2022-03-26
15722,6722,700,0.9268,995465.61,B,11.39,2023-07-14
15723,680,682,0.5916,743127.95,A,9.48,2022-10-28
15724,7430,728,0.8859,357709.83,A,3.48,2022-03-22
15725,5488,731,0.7626,919072.12,B,10.08,2022-04-24
15726,237,632,0.9199,792762.47,A,9.06,2022-09-10
15727,10967,745,0.7973,701957.22,B,14.35,2023-11-14
15728,11630,746,0.8337,540789.4,A,10.18,2022-07-09
15729,11550,650,0.6,719861.48,A,13.97,2023-05-24
15730,6805,707,0.6552,959182.84,D,3.68,2023-08-28
15731,11070,612,0.636,863656.93,B,3.38,2023-08-25
15732,2424,736,0.8124,202518.29,C,9.47,2023-11-14
15733,11340,845,0.685,106649.61,A,6.42,2023-10-11
15734,1033,783,0.887,26410.61,B,12.14,2023-12-11
15735,6340,774,0.5957,715689.96,B,14.37,2023-04-19
15736,11047,688,0.8581,286121.82,D,4.88,2023-12-24
15737,2941,738,0.866,721036.63,C,14.06,2022-07-08
15738,11894,606,0.7825,192310.52,B,10.66,2023-12-09
15739,5410,806,0.5667,442364.01,C,11.27,2022-12-18
15740,12263,831,0.647,23466.22,B,6.55,2022-01-15
15741,3133,844,0.679,117560.42,C,8.93,2023-08-01
15742,7081,841,0.7095,90616.96,A,12.52,2022-10-25
15743,11653,713,0.8315,792684.27,A,12.54,2022-11-02
15744,4943,605,0.6523,905354.47,B,12.2,2023-06-15
15745,6962,622,0.5082,182783.66,B,11.04,2023-03-05
15746,10116,598,0.8897,529260.85,A,7.97,2023-09-19
15747,7731,595,0.6945,158704.1,D,7.32,2023-04-26
15748,634,684,0.6273,781460.07,B,3.43,2022-05-29
15749,6823,782,0.8686,822550.87,C,13.76,2022-11-08
15750,4104,787,0.8955,787311.95,B,11.79,2023-11-27
15751,9585,745,0.829,258982.32,C,7.7,2023-01-07
15752,6488,638,0.6594,344198.38,C,3.63,2022-07-30
15753,3447,627,0.604,216481.52,B,5.94,2022-11-02
15754,5739,727,0.8208,13278.6,A,11.11,2023-08-28
15755,3099,757,0.5259,73964.92,B,12.15,2023-06-04
15756,8098,693,0.676,986456.43,C,14.16,2022-02-01
15757,5477,797,0.8415,914090.44,A,11.85,2023-09-22
15758,8254,845,0.7633,88655.87,B,10.85,2022-04-22
15759,5182,741,0.8302,466660.05,A,14.06,2023-07-21
15760,10662,615,0.7578,974825.61,B,7.21,2022-02-03
15761,1818,654,0.6079,63932.36,B,13.18,2022-10-03
15762,8825,714,0.7174,672066.61,A,11.85,2023-02-15
15763,4888,758,0.8479,115426.71,A,8.1,2022-02-19
15764,2599,738,0.6037,354479.1,D,9.94,2023-07-22
15765,11644,822,0.9334,56605.25,D,5.34,2023-01-08
15766,9493,783,0.5913,602402.24,C,4.12,2022-07-10
15767,2654,722,0.5064,705439.33,A,6.44,2023-11-29
15768,1455,587,0.8501,51029.97,C,6.77,2022-09-12
15769,1139,695,0.9178,509101.97,A,9.53,2023-08-15
15770,5808,755,0.611,306030.34,B,4.67,2022-03-18
15771,3193,793,0.5698,712145.69,B,4.77,2022-08-01
15772,6117,794,0.6008,515160.78,A,3.73,2022-09-20
15773,10403,636,0.7825,26631.59,B,14.82,2023-08-24
15774,3760,808,0.7606,272833.17,C,7.7,2022-03-21
15775,3030,616,0.7796,492590.65,B,5.04,2022-08-17
15776,9553,803,0.5035,105368.89,A,14.38,2022-12-07
15777,10619,780,0.5706,886745.0,B,3.93,2022-01-29
15778,12461,679,0.6095,897601.03,C,3.83,2022-06-13
15779,5096,654,0.8137,121473.16,C,14.99,2022-01-30
15780,64,791,0.7739,884469.47,A,8.52,2022-08-01
15781,1346,770,0.7808,576812.16,A,8.35,2022-06-11
15782,975,642,0.7568,866976.6,D,6.65,2022-06-30
15783,4162,691,0.835,631499.54,C,9.08,2023-11-20
15784,5963,722,0.9238,917745.99,C,12.5,2022-01-28
15785,11821,678,0.8031,465233.97,A,13.7,2022-09-12
15786,9815,844,0.8352,998196.12,A,11.49,2022-12-06
15787,8650,804,0.7737,858952.38,B,4.21,2022-09-21
15788,6597,654,0.8589,633058.29,C,6.89,2023-06-14
15789,3331,777,0.9243,398087.47,A,14.44,2022-02-18
15790,1741,763,0.7723,619588.98,A,8.25,2023-10-19
15791,11219,636,0.5815,731674.75,D,13.79,2022-11-16
15792,6056,828,0.8466,349253.37,A,11.33,2022-04-26
15793,6322,693,0.7929,545535.53,B,5.35,2023-05-31
15794,1955,719,0.9201,891300.92,B,13.99,2023-10-25
15795,280,620,0.6225,952818.6,B,10.98,2022-11-02
15796,2392,732,0.9365,621968.53,C,4.24,2023-12-17
15797,9233,811,0.7483,158512.79,A,7.58,2023-02-22
15798,6440,684,0.9338,769605.94,A,14.21,2022-02-04
15799,962,685,0.8528,255175.39,A,12.05,2023-10-23
15800,6828,709,0.8897,74308.32,B,6.74,2023-09-18
15801,12038,740,0.6457,377247.16,B,11.52,2022-08-03
15802,1218,836,0.5987,276106.1,A,7.31,2023-05-18
15803,11413,808,0.7808,519635.26,A,4.13,2023-04-08
15804,8567,761,0.6684,12316.23,A,8.83,2022-01-23
15805,6008,593,0.9437,682860.8,B,4.86,2023-11-30
15806,4131,679,0.723,447263.48,B,7.55,2022-11-17
15807,1393,804,0.5497,266871.01,C,8.27,2023-11-02
15808,2077,810,0.7245,278490.63,A,8.02,2023-06-23
15809,8967,632,0.7408,51886.7,C,9.94,2022-03-25
15810,4317,585,0.5021,230386.75,A,8.59,2023-05-02
15811,6197,669,0.6105,127346.99,C,4.34,2023-02-20
15812,11617,643,0.5006,442166.08,B,11.31,2022-08-12
15813,10316,667,0.7525,499309.56,B,7.95,2023-04-13
15814,4590,612,0.6315,825270.12,B,10.6,2023-02-16
15815,11786,651,0.5779,570073.42,C,3.71,2022-01-22
15816,8143,623,0.8774,591457.36,A,5.49,2022-09-18
15817,6261,832,0.5135,106302.16,B,6.22,2023-01-22
15818,8472,686,0.8113,357116.78,D,13.7,2023-01-02
15819,7898,581,0.7578,798549.14,C,3.86,2022-12-23
15820,4842,715,0.8472,588408.63,A,11.95,2023-08-16
15821,11004,696,0.5595,381566.24,C,4.85,2023-03-22
15822,10535,700,0.8922,436724.72,B,8.3,2023-04-29
15823,7162,673,0.6447,124733.73,C,6.32,2023-11-22
15824,9667,586,0.5038,35975.4,A,11.81,2022-04-09
15825,10050,667,0.7955,152786.23,C,3.55,2023-08-10
15826,11082,761,0.8867,303741.37,D,7.09,2022-04-10
15827,1060,770,0.6592,290338.52,B,14.55,2023-04-02
15828,1923,787,0.7374,706114.68,B,6.54,2022-02-17
15829,11992,631,0.6855,168848.69,A,11.82,2022-12-25
15830,6102,846,0.5191,761581.41,B,14.52,2023-02-11
15831,4593,823,0.8389,711990.49,A,5.46,2023-07-25
15832,6350,761,0.9237,159918.48,B,9.79,2022-09-01
15833,2474,790,0.689,664058.96,B,4.58,2023-01-30
15834,8109,777,0.565,334605.35,A,10.58,2022-04-12
15835,12332,849,0.7273,115262.0,C,7.31,2023-03-17
15836,8097,612,0.9071,626716.25,C,7.94,2023-01-18
15837,10044,681,0.7726,795107.16,A,8.75,2022-06-19
15838,11734,816,0.5956,962825.05,A,13.11,2022-04-15
15839,6749,795,0.7489,554681.97,A,9.81,2022-06-05
15840,4550,706,0.6471,570784.86,A,13.28,2023-04-02
15841,595,673,0.5106,468574.51,A,14.76,2023-03-29
15842,5453,653,0.9111,315506.86,A,10.46,2023-10-17
15843,507,707,0.8575,151670.6,A,11.47,2023-07-27
15844,4890,653,0.9158,307186.34,B,8.3,2022-06-27
15845,7638,835,0.8073,340614.27,A,9.15,2023-01-05
15846,8213,681,0.7024,738903.18,C,14.21,2022-06-23
15847,1400,626,0.7219,137430.3,C,12.83,2022-02-22
15848,3202,744,0.5921,194902.91,A,8.88,2023-05-08
15849,7855,835,0.6738,972394.89,A,4.58,2022-11-17
15850,6764,827,0.5737,80188.93,C,3.95,2022-07-01
15851,10654,783,0.7131,930035.74,A,10.04,2022-08-17
15852,7963,665,0.7907,154894.09,A,8.53,2022-01-28
15853,5191,743,0.6155,541237.64,B,11.0,2023-01-23
15854,5682,636,0.9247,402260.7,D,9.16,2022-01-13
15855,3679,785,0.7911,406140.14,C,9.05,2022-07-07
15856,337,727,0.599,704685.88,A,10.84,2022-02-28
15857,1668,600,0.5752,659387.8,C,7.46,2022-12-01
15858,11769,716,0.5765,943610.58,B,3.89,2022-04-25
15859,910,589,0.9382,721166.91,A,8.89,2023-07-11
15860,8468,624,0.6065,610963.26,A,5.69,2023-01-31
15861,9084,828,0.5758,184116.87,C,13.44,2022-12-27
15862,8205,609,0.5738,481869.88,A,11.85,2023-12-23
15863,5123,804,0.6549,502198.14,A,12.19,2022-03-05
15864,8154,756,0.7769,642480.94,D,9.17,2023-06-27
15865,12250,675,0.5356,372394.63,B,9.49,2023-04-05
15866,11218,596,0.5717,153927.05,B,5.61,2023-02-06
15867,974,607,0.9394,879688.79,C,11.05,2023-10-08
15868,4271,705,0.778,42091.82,D,10.98,2022-05-11
15869,12163,766,0.5629,143601.34,D,9.54,2023-02-01
15870,1409,721,0.7475,461593.16,C,10.97,2022-03-02
15871,10136,717,0.6084,889911.54,C,14.69,2022-11-22
15872,2289,808,0.9381,111506.7,D,14.51,2022-05-15
15873,8739,793,0.675,740273.47,C,14.5,2023-03-14
15874,1219,637,0.5641,293655.03,B,4.15,2023-10-06
15875,1421,597,0.7758,85167.37,A,12.62,2022-12-18
15876,9647,759,0.5618,896015.25,C,13.91,2023-10-14
15877,3378,737,0.7331,972670.19,B,13.29,2022-04-28
15878,7502,835,0.8835,140526.17,D,6.69,2023-03-21
15879,10965,616,0.6556,897105.06,A,8.09,2023-01-16
15880,4099,841,0.7149,651620.99,D,4.8,2022-10-26
15881,2739,658,0.5487,209461.97,D,10.14,2023-05-07
15882,7620,733,0.7909,674811.28,A,3.21,2022-04-15
15883,11940,737,0.5505,813229.97,C,11.72,2023-07-17
15884,1843,654,0.6471,498865.89,B,5.07,2023-02-07
15885,8939,634,0.8785,910241.16,A,12.17,2022-04-07
15886,2817,785,0.5675,533217.7,B,7.03,2022-02-14
15887,9064,794,0.8781,193571.32,C,14.93,2023-04-05
15888,495,588,0.7838,712211.14,B,7.9,2023-02-09
15889,6561,685,0.5635,680122.49,B,12.83,2022-09-03
15890,5511,824,0.5758,644030.65,A,5.52,2023-08-02
15891,3445,682,0.7984,881045.26,A,9.19,2023-04-07
15892,9268,612,0.8281,532666.26,D,11.41,2023-03-23
15893,7544,687,0.7951,707187.16,A,9.28,2023-03-21
15894,7563,848,0.8213,955113.48,B,11.97,2022-07-08
15895,3995,652,0.6627,146386.21,A,10.64,2022-08-25
15896,12430,760,0.5006,392656.76,C,10.87,2022-03-17
15897,7254,847,0.738,226588.38,C,4.71,2022-01-18
15898,46,731,0.7675,330596.8,A,13.04,2023-07-11
15899,11249,647,0.8094,515475.1,C,3.82,2022-10-09
15900,2058,776,0.6041,846956.18,A,6.18,2022-04-15
15901,664,611,0.5766,405515.31,C,14.55,2023-09-27
15902,4669,687,0.8736,562330.91,A,11.62,2023-05-08
15903,2030,658,0.8786,814115.5,B,13.96,2022-09-30
15904,5718,838,0.9444,928849.08,A,3.24,2023-01-31
15905,2697,754,0.6529,356166.96,B,4.98,2022-08-20
15906,8832,594,0.5266,186175.98,A,14.74,2023-11-12
15907,2664,630,0.7141,586321.69,B,10.88,2023-10-09
15908,2746,686,0.7159,896818.96,C,4.7,2023-01-02
15909,5005,789,0.5164,255995.19,A,10.44,2022-07-13
15910,6322,781,0.7588,504452.8,A,7.2,2023-01-22
15911,5126,797,0.6174,491107.29,C,11.41,2023-10-01
15912,4949,620,0.5536,927821.82,B,13.47,2022-06-13
15913,4403,838,0.7722,462140.81,B,13.89,2023-04-02
15914,10788,782,0.6271,540895.21,B,3.88,2023-11-25
15915,3428,678,0.7527,146871.12,B,4.04,2023-07-06
15916,5913,728,0.5068,463653.48,A,5.13,2022-04-20
15917,395,684,0.6648,348376.14,B,6.79,2023-03-29
15918,3598,782,0.8894,229444.63,B,9.44,2022-10-06
15919,10525,674,0.7926,513586.57,C,13.82,2023-06-02
15920,330,756,0.8904,773178.73,B,5.97,2023-05-17
15921,10290,644,0.8332,184932.21,B,9.67,2022-09-11
15922,773,620,0.8239,150154.42,C,10.36,2023-11-06
15923,8136,803,0.8915,133051.43,A,13.78,2023-06-29
15924,1646,646,0.5088,765463.95,B,14.69,2022-05-30
15925,9925,834,0.689,790198.25,A,6.67,2023-09-13
15926,1788,648,0.9322,889830.26,B,8.74,2022-05-12
15927,9816,750,0.5797,964490.06,C,9.95,2023-01-06
15928,1000,680,0.7942,383635.77,B,14.25,2022-10-19
15929,1849,719,0.8556,347036.88,B,12.83,2023-07-03
15930,1562,785,0.9201,991563.92,A,11.01,2023-08-19
15931,774,652,0.8923,150720.83,C,8.64,2023-07-24
15932,7312,639,0.8045,51301.52,B,14.35,2022-04-09
15933,5180,735,0.82,391307.11,B,5.25,2023-02-03
15934,1804,703,0.6544,97170.39,A,4.05,2022-07-07
15935,9291,593,0.6008,389414.89,A,4.79,2023-02-08
15936,2051,843,0.9314,417475.83,B,3.81,2023-02-11
15937,9791,606,0.939,642348.45,A,7.22,2022-04-08
15938,748,824,0.6911,746701.38,A,10.66,2023-05-21
15939,8126,629,0.6849,651320.17,A,12.91,2022-10-05
15940,5861,766,0.7033,710116.79,A,6.53,2022-04-28
15941,3974,636,0.7076,375297.42,A,4.57,2023-10-10
15942,10515,838,0.879,461962.15,D,13.57,2022-09-22
15943,9746,734,0.6938,717238.54,B,8.07,2023-08-02
15944,1616,613,0.8971,155933.62,A,9.1,2022-10-26
15945,3755,605,0.8128,714926.24,C,5.51,2022-08-06
15946,10495,829,0.9344,952036.43,A,3.46,2023-02-07
15947,5507,665,0.8036,183915.67,C,9.17,2022-01-13
15948,4222,739,0.6855,400489.42,B,7.3,2023-09-22
15949,11848,779,0.9131,585556.1,B,8.41,2022-04-04
15950,11588,685,0.6034,720970.2,A,5.31,2022-10-11
15951,5292,837,0.9342,259505.24,A,5.23,2023-08-22
15952,5855,799,0.5195,588724.58,B,8.49,2022-12-31
15953,217,594,0.7884,935703.98,B,5.71,2022-06-12
15954,11509,600,0.5082,363877.84,A,5.18,2023-11-27
15955,1360,638,0.5918,573363.17,A,4.75,2023-06-21
15956,3775,661,0.7088,627843.8,C,8.07,2023-08-28
15957,5418,697,0.5712,888425.39,A,10.27,2023-12-23
15958,4928,692,0.945,317843.64,B,7.95,2023-05-23
15959,12470,836,0.8479,874223.57,A,14.03,2022-04-29
15960,4430,844,0.8829,676734.29,C,10.83,2022-06-22
15961,4607,814,0.9406,719767.93,B,7.67,2023-06-30
15962,4479,630,0.8036,75642.58,A,7.48,2023-07-10
15963,1897,745,0.62,362976.6,B,6.45,2022-11-27
15964,7367,810,0.8406,126817.82,B,7.0,2022-02-22
15965,4428,800,0.7629,565950.83,B,7.37,2023-01-07
15966,5362,850,0.6204,839252.79,D,6.42,2023-01-12
15967,9092,663,0.6653,415886.99,A,4.22,2023-09-02
15968,642,809,0.7735,233348.02,D,8.82,2022-09-20
15969,5347,801,0.678,311562.21,A,8.42,2023-07-09
15970,4730,733,0.6058,577456.48,D,11.71,2023-07-04
15971,3628,633,0.6935,769857.84,B,13.99,2022-03-19
